date,username,polarity_score
2020-01-07,cointelegraph,0.0366264687693259
2020-01-07,cryptomanran,0.09666666666666666
2020-01-07,danheld,0.1875
2020-01-07,excellion,0.0
2020-01-07,fintechfrank,-0.1
2020-01-07,jgarzik,-0.025
2020-01-07,jillrgunter,0.2
2020-01-07,lopp,0.0
2020-01-07,muneeb,0.0
2020-01-07,neerajka,0.0
2020-01-07,nickszabo4,0.21666666666666665
2020-01-07,nlw,0.225
2020-01-07,paoloardoino,-0.05
2020-01-07,petermccormack,0.06527777777777777
2020-01-07,raoulgmi,0.0
2020-01-07,rogerkver,0.25
2020-01-07,scottmelker,0.08981292517006802
2020-01-07,thestalwart,-0.008749999999999975
2020-01-07,tuurdemeester,0.1333333333333333
2020-01-07,woonomic,0.0
2020-01-08,adam3us,0.09685374149659864
2020-01-08,bitcoinmagazine,-0.1
2020-01-08,brianbrooksus,0.3181818181818182
2020-01-08,brucefenton,0.24905122655122652
2020-01-08,coindesk,0.1308080808080808
2020-01-08,cointelegraph,0.006986346986346968
2020-01-08,cryptomanran,0.2
2020-01-08,danheld,0.049999999999999996
2020-01-08,dtapcap,0.26
2020-01-08,erikvoorhees,0.0
2020-01-08,excellion,0.0
2020-01-08,fintechfrank,0.3541666666666667
2020-01-08,gladstein,0.0666666666666666
2020-01-08,jackmallers,0.2678571428571428
2020-01-08,jchervinsky,0.0
2020-01-08,jillrgunter,0.0
2020-01-08,kyletorpey,-0.09166666666666665
2020-01-08,lopp,0.17354166666666665
2020-01-08,neerajka,-0.15625
2020-01-08,nlw,-0.006969696969696952
2020-01-08,petermccormack,0.015151515151515145
2020-01-08,scottmelker,0.18372049577406718
2020-01-08,thestalwart,-0.175
2020-01-08,tuurdemeester,-0.625
2020-01-09,aantonop,0.006818181818181823
2020-01-09,adam3us,-0.12722222222222224
2020-01-09,alysekilleen,0.21875
2020-01-09,balajis,0.16666666666666666
2020-01-09,bitcoinmagazine,0.0
2020-01-09,blockstream,-0.1
2020-01-09,brucefenton,0.06387499999999999
2020-01-09,coindesk,0.1251623376623376
2020-01-09,cointelegraph,0.10622727272727273
2020-01-09,cryptomanran,0.0
2020-01-09,danheld,0.11095238095238094
2020-01-09,dtapcap,0.07499999999999996
2020-01-09,excellion,0.0
2020-01-09,fintechfrank,-0.038731060606060595
2020-01-09,jgarzik,0.1041666666666666
2020-01-09,lopp,0.19999999999999998
2020-01-09,neerajka,0.046875
2020-01-09,nlw,0.19083333333333335
2020-01-09,novogratz,0.0
2020-01-09,paoloardoino,0.0
2020-01-09,petermccormack,-0.16666666666666666
2020-01-09,sbf_ftx,0.0
2020-01-09,scottmelker,0.10138888888888886
2020-01-09,thestalwart,0.0
2020-01-09,tuurdemeester,0.125
2020-01-09,vitalikbuterin,0.5375
2020-01-09,woonomic,0.5
2020-01-10,aantonop,-0.0333333333333333
2020-01-10,adam3us,0.4240909090909091
2020-01-10,apompliano,-0.08526785714285716
2020-01-10,billbarhydt,0.0
2020-01-10,bitcoinmagazine,0.0277777777777778
2020-01-10,blockstream,0.2028571428571428
2020-01-10,brucefenton,0.0
2020-01-10,cburniske,-0.028571428571428574
2020-01-10,coinbase,0.4
2020-01-10,coindesk,-0.077114898989899
2020-01-10,cointelegraph,0.027301587301587292
2020-01-10,danheld,0.20606060606060606
2020-01-10,elonmusk,0.5
2020-01-10,jessewldn,0.2681818181818182
2020-01-10,lopp,-0.1
2020-01-10,muneeb,0.0400892857142857
2020-01-10,neerajka,0.0333333333333333
2020-01-10,nickszabo4,0.10833333333333334
2020-01-10,nlw,0.0
2020-01-10,paoloardoino,0.2079761904761904
2020-01-10,petermccormack,0.0
2020-01-10,sbf_ftx,0.7
2020-01-10,scottmelker,0.026064814814814808
2020-01-10,starkness,0.0
2020-01-10,woonomic,0.0
2020-01-11,aantonop,0.11666666666666665
2020-01-11,adam3us,0.061536281179138334
2020-01-11,apompliano,0.0
2020-01-11,balajis,0.1547619047619047
2020-01-11,bitcoinmagazine,0.0
2020-01-11,blockstream,0.2517857142857143
2020-01-11,brucefenton,0.096
2020-01-11,coindesk,0.04374999999999999
2020-01-11,cointelegraph,0.05517561983471075
2020-01-11,danheld,0.07244897959183673
2020-01-11,dtapcap,0.09446969696969695
2020-01-11,fintechfrank,-0.25625000000000003
2020-01-11,jessewldn,0.0702380952380952
2020-01-11,jillrgunter,0.0
2020-01-11,lopp,0.075
2020-01-11,mikejcasey,0.1
2020-01-11,neerajka,0.14285714285714285
2020-01-11,nickszabo4,0.0
2020-01-11,scottmelker,0.34523809523809523
2020-01-11,starkness,0.8
2020-01-11,thestalwart,0.15972222222222224
2020-01-11,woonomic,-0.05
2020-01-12,aantonop,0.13333333333333333
2020-01-12,adam3us,-0.175
2020-01-12,apompliano,0.05909090909090906
2020-01-12,brucefenton,0.12140415140415138
2020-01-12,cobie,0.0
2020-01-12,coindesk,-0.040625
2020-01-12,cointelegraph,0.1984126984126984
2020-01-12,danheld,0.2712301587301587
2020-01-12,dtapcap,0.0
2020-01-12,erikvoorhees,0.25357142857142856
2020-01-12,excellion,0.0
2020-01-12,fintechfrank,0.032
2020-01-12,lopp,0.0357142857142857
2020-01-12,nickszabo4,0.3
2020-01-12,nlw,0.0
2020-01-12,petermccormack,0.041071428571428564
2020-01-12,scottmelker,0.061111111111111116
2020-01-12,thestalwart,-0.03333333333333333
2020-01-13,aantonop,0.12878787878787876
2020-01-13,adam3us,0.2833333333333333
2020-01-13,apompliano,-0.0577272727272727
2020-01-13,bitcoinmagazine,0.0
2020-01-13,brucefenton,0.13684523809523808
2020-01-13,cobie,0.0
2020-01-13,coindesk,0.1666666666666666
2020-01-13,cointelegraph,-0.0003615702479339087
2020-01-13,danheld,-0.049999999999999996
2020-01-13,fintechfrank,0.21666666666666665
2020-01-13,neerajka,0.0
2020-01-13,nlw,0.046212121212121204
2020-01-13,scottmelker,0.006250000000000002
2020-01-13,tyler,0.4166666666666667
2020-01-13,vitalikbuterin,0.0
2020-01-14,adam3us,0.25
2020-01-14,alysekilleen,0.0
2020-01-14,apompliano,0.2683333333333333
2020-01-14,bitcoinmagazine,0.1333333333333333
2020-01-14,blockstream,0.0
2020-01-14,brucefenton,0.08885714285714284
2020-01-14,coindesk,0.10312500000000001
2020-01-14,cointelegraph,0.03166666666666666
2020-01-14,cryptohayes,0.3306818181818182
2020-01-14,danheld,0.04291816516816517
2020-01-14,dtapcap,0.2275
2020-01-14,erikvoorhees,0.0
2020-01-14,fintechfrank,0.05309090909090908
2020-01-14,gladstein,-0.6999999999999998
2020-01-14,kyletorpey,-0.15833333333333333
2020-01-14,neerajka,0.09166666666666665
2020-01-14,nickszabo4,0.3999999999999999
2020-01-14,nlw,0.13999999999999999
2020-01-14,petermccormack,0.0
2020-01-14,rogerkver,0.0
2020-01-14,sbf_ftx,-0.06625
2020-01-14,scottmelker,0.1369047619047619
2020-01-14,starkness,0.1476190476190476
2020-01-14,thestalwart,0.1875
2020-01-14,tuurdemeester,0.15277777777777776
2020-01-14,vitalikbuterin,0.10909090909090904
2020-01-15,aantonop,-0.16875
2020-01-15,adam3us,0.06197916666666665
2020-01-15,apompliano,0.3431818181818182
2020-01-15,balajis,0.08409090909090905
2020-01-15,bitcoinmagazine,0.25
2020-01-15,brucefenton,0.026666666666666672
2020-01-15,cburniske,0.0
2020-01-15,coindesk,0.007954545454545449
2020-01-15,cointelegraph,0.11244033744033745
2020-01-15,cremedelacrypto,0.2
2020-01-15,danheld,-0.02012310606060607
2020-01-15,excellion,-0.07125
2020-01-15,fintechfrank,0.0
2020-01-15,kyletorpey,0.0583333333333333
2020-01-15,muneeb,0.16666666666666666
2020-01-15,nickszabo4,0.016666666666666705
2020-01-15,nlw,0.13244949494949493
2020-01-15,paoloardoino,0.0986666666666666
2020-01-15,petermccormack,0.08438095238095236
2020-01-15,rogerkver,0.1
2020-01-15,scottmelker,-0.00022727272727273706
2020-01-15,thestalwart,0.17583333333333334
2020-01-16,aantonop,-0.2916666666666667
2020-01-16,adam3us,-0.030203703703703705
2020-01-16,barrysilbert,0.0
2020-01-16,bitcoinmagazine,0.24166666666666667
2020-01-16,blockstream,0.2388888888888889
2020-01-16,coindesk,-0.03295454545454547
2020-01-16,cointelegraph,-0.005339826839826872
2020-01-16,danheld,-0.125
2020-01-16,erikvoorhees,-0.0625
2020-01-16,excellion,0.0
2020-01-16,fintechfrank,-0.09999999999999999
2020-01-16,haydenzadams,0.1375
2020-01-16,jespow,0.17857142857142855
2020-01-16,jgarzik,0.39999999999999997
2020-01-16,kyletorpey,0.05833333333333333
2020-01-16,lopp,0.1904761904761904
2020-01-16,neerajka,0.0
2020-01-16,nlw,-0.125
2020-01-16,paoloardoino,0.20833333333333331
2020-01-16,petermccormack,0.4020833333333333
2020-01-16,scottmelker,0.2333333333333333
2020-01-16,tuurdemeester,0.0
2020-01-16,woonomic,0.35
2020-01-17,aantonop,0.0
2020-01-17,adam3us,0.012090388007054677
2020-01-17,apompliano,0.2371212121212121
2020-01-17,balajis,0.2166666666666666
2020-01-17,barrysilbert,0.0
2020-01-17,brucefenton,0.03488095238095236
2020-01-17,caitlinlong_,0.15312499999999996
2020-01-17,cameron,0.275
2020-01-17,coindesk,-0.011742424242424249
2020-01-17,cointelegraph,0.11892736892736891
2020-01-17,danheld,-0.05000000000000006
2020-01-17,erikvoorhees,0.15909090909090906
2020-01-17,excellion,0.17222222222222225
2020-01-17,fintechfrank,-0.0568181818181818
2020-01-17,haydenzadams,0.0
2020-01-17,jessewldn,0.0
2020-01-17,jillrgunter,0.0
2020-01-17,kyletorpey,0.11295238095238094
2020-01-17,lopp,0.13416666666666666
2020-01-17,neerajka,-0.08333333333333333
2020-01-17,nlw,0.3623015873015873
2020-01-17,petermccormack,0.07976461038961039
2020-01-17,pwuille,0.8
2020-01-17,scottmelker,0.10970450680272106
2020-01-17,vitalikbuterin,0.07192460317460314
2020-01-18,aantonop,0.275
2020-01-18,adam3us,-0.07999999999999999
2020-01-18,apompliano,0.0
2020-01-18,bitcoinmagazine,0.5333333333333333
2020-01-18,brucefenton,0.2111111111111111
2020-01-18,coindesk,-0.052196969696969686
2020-01-18,cointelegraph,0.11903070887445887
2020-01-18,danheld,0.05000000000000001
2020-01-18,haydenzadams,0.08
2020-01-18,jessewldn,0.0
2020-01-18,kyletorpey,0.0
2020-01-18,naval,0.0
2020-01-18,neerajka,0.0
2020-01-18,nlw,-0.06666666666666665
2020-01-18,petermccormack,0.030000000000000006
2020-01-18,scottmelker,-0.062029384756657494
2020-01-18,tuurdemeester,-0.0285714285714285
2020-01-18,woonomic,0.0
2020-01-19,aantonop,0.3208333333333333
2020-01-19,adam3us,0.2333333333333333
2020-01-19,apompliano,0.14333333333333334
2020-01-19,brucefenton,0.2166666666666666
2020-01-19,coindesk,-0.65
2020-01-19,cointelegraph,0.14763636363636362
2020-01-19,danheld,0.0
2020-01-19,erikvoorhees,0.0
2020-01-19,excellion,0.0
2020-01-19,fintechfrank,0.13888888888888887
2020-01-19,gladstein,0.25
2020-01-19,jessewldn,-0.45
2020-01-19,jgarzik,0.0
2020-01-19,nickszabo4,-0.05
2020-01-19,nlw,0.0482142857142857
2020-01-19,petermccormack,0.0
2020-01-19,scottmelker,0.06530612244897958
2020-01-19,starkness,0.0
2020-01-19,thestalwart,0.65
2020-01-19,woonomic,-0.05
2020-01-20,adam3us,0.04095238095238096
2020-01-20,apompliano,0.008030303030303
2020-01-20,balajis,0.2339285714285714
2020-01-20,blockstream,0.0666666666666666
2020-01-20,brucefenton,-0.6999999999999998
2020-01-20,caitlinlong_,0.1111111111111111
2020-01-20,coindesk,0.04914622414622413
2020-01-20,cointelegraph,0.031818181818181815
2020-01-20,erikvoorhees,0.0125
2020-01-20,excellion,-0.18888888888888888
2020-01-20,fintechfrank,0.0
2020-01-20,gladstein,0.11555555555555555
2020-01-20,jchervinsky,0.35
2020-01-20,jgarzik,0.0
2020-01-20,kyletorpey,0.25
2020-01-20,nlw,0.15595238095238093
2020-01-20,scottmelker,0.05892857142857142
2020-01-20,vitalikbuterin,0.0011666666666666826
2020-01-20,woonomic,-0.2
2020-01-21,adam3us,0.14141594516594516
2020-01-21,bitcoinmagazine,0.0681818181818181
2020-01-21,brucefenton,0.1499999999999999
2020-01-21,coindesk,0.03125
2020-01-21,cointelegraph,0.10204545454545454
2020-01-21,danheld,0.0
2020-01-21,excellion,0.0
2020-01-21,fintechfrank,-0.05
2020-01-21,neerajka,0.0
2020-01-21,nlw,-0.003124999999999982
2020-01-21,paoloardoino,0.75
2020-01-21,petermccormack,0.0527777777777777
2020-01-21,rogerkver,0.0
2020-01-21,scottmelker,-0.032407407407407406
2020-01-21,tuurdemeester,0.0
2020-01-21,vitalikbuterin,-0.1666666666666666
2020-01-22,aantonop,0.0
2020-01-22,adam3us,-0.0659722222222222
2020-01-22,apompliano,0.3
2020-01-22,billbarhydt,0.0
2020-01-22,cobie,0.0
2020-01-22,coindesk,-0.05741792929292928
2020-01-22,cointelegraph,0.0036793154761904506
2020-01-22,danheld,0.0
2020-01-22,fintechfrank,0.0
2020-01-22,jack,0.0
2020-01-22,jchervinsky,0.35
2020-01-22,kyletorpey,0.21875
2020-01-22,lopp,0.35
2020-01-22,melt_dem,0.3
2020-01-22,mikejcasey,0.1785714285714285
2020-01-22,nickszabo4,0.375
2020-01-22,nlw,0.05714285714285713
2020-01-22,paoloardoino,0.8
2020-01-22,petermccormack,0.03333333333333333
2020-01-22,scottmelker,0.05119047619047618
2020-01-22,thestalwart,0.08
2020-01-22,woonomic,0.3166666666666666
2020-01-23,adam3us,0.022853535353535334
2020-01-23,apompliano,0.25
2020-01-23,balajis,0.7
2020-01-23,bitcoinmagazine,0.0
2020-01-23,caitlinlong_,0.4785714285714286
2020-01-23,coindesk,0.06704545454545449
2020-01-23,cointelegraph,0.04388927540713255
2020-01-23,cryptohayes,0.0
2020-01-23,danheld,-0.0625
2020-01-23,dtapcap,0.0
2020-01-23,excellion,0.0166666666666666
2020-01-23,fintechfrank,0.20606060606060606
2020-01-23,kyletorpey,0.18125
2020-01-23,laurashin,0.3
2020-01-23,lopp,-0.01732954545454545
2020-01-23,morcosa,0.1
2020-01-23,muneeb,0.25
2020-01-23,neerajka,0.0
2020-01-23,nlw,0.2
2020-01-23,novogratz,0.0
2020-01-23,paoloardoino,0.0681818181818181
2020-01-23,petermccormack,0.0
2020-01-23,satoshilite,0.2
2020-01-23,scottmelker,-0.005986394557823131
2020-01-23,tuurdemeester,0.11249999999999999
2020-01-23,tyler,0.0875
2020-01-23,vinnylingham,0.5
2020-01-23,vitalikbuterin,0.0388888888888888
2020-01-24,aaronvanw,0.3
2020-01-24,adam3us,0.14285714285714285
2020-01-24,apompliano,0.049999999999999975
2020-01-24,bendavenport,0.0
2020-01-24,brucefenton,0.3978354978354979
2020-01-24,coindesk,-0.04545454545454545
2020-01-24,cointelegraph,0.00527210884353742
2020-01-24,danheld,0.0813311688311688
2020-01-24,ethereumjoseph,0.5111111111111112
2020-01-24,fintechfrank,0.0929292929292929
2020-01-24,gladstein,0.6
2020-01-24,haydenzadams,-0.3
2020-01-24,jchervinsky,0.375
2020-01-24,kyletorpey,0.07666666666666666
2020-01-24,lopp,0.0
2020-01-24,melt_dem,0.09
2020-01-24,mikejcasey,0.0
2020-01-24,neerajka,0.25
2020-01-24,nlw,0.08506493506493505
2020-01-24,paoloardoino,0.0333333333333333
2020-01-24,petermccormack,-0.11527777777777777
2020-01-24,pwuille,-0.15625
2020-01-24,rogerkver,0.0708333333333333
2020-01-24,scottmelker,0.004000000000000001
2020-01-24,tuurdemeester,0.0
2020-01-25,adam3us,0.07916666666666668
2020-01-25,apompliano,0.55
2020-01-25,bitcoinmagazine,0.8
2020-01-25,blockstream,0.0833333333333333
2020-01-25,cobie,0.0
2020-01-25,coindesk,-0.008928571428571452
2020-01-25,cointelegraph,0.0454040404040404
2020-01-25,cz_binance,0.0
2020-01-25,danheld,0.022222222222222213
2020-01-25,erikvoorhees,-0.09999999999999999
2020-01-25,fintechfrank,-0.0999999999999999
2020-01-25,kyletorpey,-0.016666666666666663
2020-01-25,lopp,-0.05
2020-01-25,neerajka,0.0
2020-01-25,nlw,0.13007369614512468
2020-01-25,paoloardoino,0.0
2020-01-25,petermccormack,0.13333333333333333
2020-01-25,pwuille,0.0
2020-01-25,scottmelker,0.0
2020-01-25,thestalwart,0.15
2020-01-25,woonomic,0.3866666666666666
2020-01-26,adam3us,0.08999999999999997
2020-01-26,apompliano,0.0
2020-01-26,balajis,0.1340909090909091
2020-01-26,brucefenton,0.2
2020-01-26,cburniske,0.15
2020-01-26,cobie,0.0666666666666666
2020-01-26,coindesk,0.0
2020-01-26,cointelegraph,0.1329081632653061
2020-01-26,danheld,-0.0661458333333333
2020-01-26,excellion,-0.4
2020-01-26,lopp,-0.2
2020-01-26,melt_dem,0.43
2020-01-26,petermccormack,0.21458333333333332
2020-01-26,rogerkver,0.0
2020-01-26,scottmelker,0.0
2020-01-26,woonomic,0.1666666666666666
2020-01-27,aantonop,-0.1249999999999999
2020-01-27,adam3us,0.276
2020-01-27,apompliano,-0.0198051948051948
2020-01-27,billbarhydt,0.0714285714285714
2020-01-27,coindesk,0.020833333333333332
2020-01-27,cointelegraph,0.0812418831168831
2020-01-27,danheld,-0.029497354497354494
2020-01-27,fintechfrank,-0.025
2020-01-27,gladstein,0.2875
2020-01-27,melt_dem,0.0
2020-01-27,mikejcasey,-0.01
2020-01-27,neerajka,0.15
2020-01-27,nlw,0.0
2020-01-27,petermccormack,0.2
2020-01-27,pwuille,0.03333333333333333
2020-01-27,raoulgmi,0.0
2020-01-27,satoshilite,0.0
2020-01-27,sbf_ftx,0.4375
2020-01-27,scottmelker,0.1571428571428571
2020-01-27,vinnylingham,0.0
2020-01-27,vitalikbuterin,0.4166666666666667
2020-01-27,woonomic,0.15
2020-01-28,aantonop,-0.0069444444444444
2020-01-28,adam3us,0.2984623015873016
2020-01-28,apompliano,0.1714285714285714
2020-01-28,balajis,0.0956845238095238
2020-01-28,bitcoinmagazine,0.27499999999999997
2020-01-28,coindesk,0.0909090909090909
2020-01-28,cointelegraph,0.04196287653318902
2020-01-28,cz_binance,0.0
2020-01-28,danheld,0.06761904761904762
2020-01-28,erikvoorhees,0.0
2020-01-28,excellion,0.0
2020-01-28,fintechfrank,0.025555555555555567
2020-01-28,gladstein,0.3625
2020-01-28,haydenzadams,0.425
2020-01-28,kyletorpey,-0.0625
2020-01-28,melt_dem,0.09999999999999995
2020-01-28,msantoriesq,0.0
2020-01-28,neerajka,0.3416666666666666
2020-01-28,nickszabo4,-0.0333333333333333
2020-01-28,nlw,-0.05982142857142858
2020-01-28,paoloardoino,0.1363636363636363
2020-01-28,petermccormack,0.09375
2020-01-28,pwuille,-0.2708333333333333
2020-01-28,raoulgmi,0.16919642857142855
2020-01-28,sbf_ftx,0.225
2020-01-28,scottmelker,0.1025
2020-01-28,thestalwart,0.35
2020-01-28,vitalikbuterin,-0.0737878787878788
2020-01-29,adam3us,-0.1001736111111111
2020-01-29,apompliano,-0.078125
2020-01-29,bitcoinmagazine,0.1791666666666667
2020-01-29,blockstream,0.1477272727272727
2020-01-29,brucefenton,0.0418650793650794
2020-01-29,coindesk,0.1383023088023088
2020-01-29,cointelegraph,0.030173611111111106
2020-01-29,danheld,0.03333333333333333
2020-01-29,erikvoorhees,0.5
2020-01-29,excellion,0.0
2020-01-29,fintechfrank,-0.03333333333333333
2020-01-29,lopp,0.03333333333333333
2020-01-29,melt_dem,0.0
2020-01-29,msantoriesq,0.225
2020-01-29,nlw,0.17896825396825392
2020-01-29,petermccormack,-0.0460648148148148
2020-01-29,scottmelker,0.1095959595959596
2020-01-29,thestalwart,0.0
2020-01-29,tuurdemeester,0.0
2020-01-29,woonomic,-0.3333333333333333
2020-01-30,aantonop,0.2666666666666666
2020-01-30,adam3us,0.01339285714285715
2020-01-30,apompliano,0.0
2020-01-30,bitcoinmagazine,0.08249999999999998
2020-01-30,cathiedwood,0.4166666666666667
2020-01-30,cburniske,-0.02088888888888889
2020-01-30,coindesk,0.15728200371057513
2020-01-30,cointelegraph,0.007129675879675877
2020-01-30,erikvoorhees,0.2333333333333333
2020-01-30,fintechfrank,0.05876236858379713
2020-01-30,gladstein,0.08333333333333337
2020-01-30,haydenzadams,0.0
2020-01-30,jerallaire,0.0
2020-01-30,jillrgunter,0.0
2020-01-30,kyletorpey,0.0
2020-01-30,lopp,-0.1428571428571429
2020-01-30,neerajka,0.25
2020-01-30,nlw,-0.013333333333333341
2020-01-30,paoloardoino,0.2
2020-01-30,petermccormack,0.0
2020-01-30,scottmelker,0.1142857142857143
2020-01-30,tuurdemeester,-0.2333333333333333
2020-01-31,adam3us,-0.1
2020-01-31,apompliano,0.225
2020-01-31,bitcoinmagazine,-0.10416666666666666
2020-01-31,brucefenton,0.4166666666666667
2020-01-31,coindesk,0.0781060606060606
2020-01-31,cointelegraph,-0.020826877800562003
2020-01-31,danheld,0.1833333333333333
2020-01-31,fintechfrank,0.20555555555555552
2020-01-31,gladstein,-0.0233333333333333
2020-01-31,jackmallers,0.0
2020-01-31,kyletorpey,-0.125
2020-01-31,lopp,0.0
2020-01-31,melt_dem,0.0124999999999999
2020-01-31,mikejcasey,0.0
2020-01-31,msantoriesq,0.45
2020-01-31,neerajka,-0.4
2020-01-31,nlw,0.10833333333333334
2020-01-31,novogratz,0.12247023809523805
2020-01-31,petermccormack,0.0
2020-01-31,scottmelker,0.15476190476190477
2020-01-31,vitalikbuterin,0.65
2020-02-01,bitcoinmagazine,0.39
2020-02-01,coindesk,0.0403030303030303
2020-02-01,cointelegraph,0.055468750000000004
2020-02-01,cryptomanran,0.0
2020-02-01,danheld,0.07916666666666668
2020-02-01,dtapcap,0.1883333333333333
2020-02-01,erikvoorhees,0.0
2020-02-01,fintechfrank,0.15625
2020-02-01,gladstein,0.0
2020-02-01,lopp,0.14097222222222225
2020-02-01,muneeb,0.0583333333333333
2020-02-01,nlw,0.022727272727272697
2020-02-01,paoloardoino,0.1625
2020-02-01,petermccormack,0.1166666666666666
2020-02-01,pwuille,0.0
2020-02-01,raoulgmi,-0.0236111111111111
2020-02-01,scottmelker,0.08472222222222224
2020-02-01,thestalwart,0.2
