date,sentiment_score
2020-01-01,0.340625
2020-01-02,0.1125
2020-01-03,0.25595238095238093
2020-01-04,0.2743815789473684
2020-01-05,0.22265625
2020-01-06,0.13132911392405064
2020-01-07,0.1686046511627907
2020-01-08,0.29510309278350516
2020-01-09,0.13636363636363635
2020-01-10,0.1753472222222222
2020-01-11,0.1712857142857143
2020-01-12,0.18125
2020-01-13,0.145
2020-01-14,0.30823863636363635
2020-01-15,0.17083333333333334
2020-01-16,0.10915492957746478
2020-01-17,0.23168103448275862
2020-01-18,0.14615384615384616
2020-01-19,0.05263157894736842
2020-01-20,0.08582089552238806
2020-01-21,0.03
2020-01-22,0.10625
2020-01-23,0.25844594594594594
2020-01-24,0.20576923076923076
2020-01-25,0.05803571428571429
2020-01-26,0.029411764705882353
2020-01-27,0.09433962264150944
2020-01-28,0.24210526315789474
2020-01-29,0.1426470588235294
2020-01-30,0.16611688311688314
2020-01-31,0.14221333333333333
2020-02-01,0.09514925373134328
2020-02-02,0.12896825396825398
2020-02-03,0.1575679012345679
2020-02-04,0.10416666666666667
2020-02-05,0.2431294117647059
2020-02-06,0.32848837209302323
2020-02-07,0.19746376811594202
2020-02-08,0.06153846153846154
2020-02-09,0.11513157894736842
2020-02-10,0.21875
2020-02-11,0.17636986301369864
2020-02-12,0.18679775280898878
2020-02-13,0.03388
2020-02-14,0.10256410256410256
2020-02-15,0.2620192307692308
2020-02-16,0.13031914893617022
2020-02-17,0.10208771929824562
2020-02-18,0.1388888888888889
2020-02-19,0.13366336633663367
2020-02-20,0.16741818181818183
2020-02-21,0.12125
2020-02-22,0.22844827586206898
2020-02-23,0.25
2020-02-24,0.12359550561797752
2020-02-25,0.0756578947368421
2020-02-26,0.1662621359223301
2020-02-27,0.26157407407407407
2020-02-28,0.11538461538461539
2020-02-29,0.20708955223880596
2020-03-01,0.05357142857142857
2020-03-02,-0.056818181818181816
2020-03-03,0.2623762376237624
2020-03-04,0.16815476190476192
2020-03-05,0.0898876404494382
2020-03-06,0.11084905660377359
2020-03-07,-0.00980392156862745
2020-03-08,0.125
2020-03-09,0.008928571428571428
2020-03-10,0.085
2020-03-11,0.09375
2020-03-12,0.12373737373737374
2020-03-13,0.14681208053691275
2020-03-14,-0.025390625
2020-03-15,0.049019607843137254
2020-03-16,0.125
2020-03-17,0.10416666666666667
2020-03-18,0.1076923076923077
2020-03-19,0.20277777777777778
2020-03-20,0.11647727272727272
2020-03-21,0.14534883720930233
2020-03-22,0.24431818181818182
2020-03-23,0.125
2020-03-24,0.1076923076923077
2020-03-25,0.19763513513513514
2020-03-26,0.13980263157894737
2020-03-27,0.16761363636363635
2020-03-28,0.14473684210526316
2020-03-29,-0.015625
2020-03-30,0.10515873015873016
2020-03-31,0.06460674157303371
2020-04-01,0.09146341463414634
2020-04-02,0.028846153846153848
2020-04-03,-0.09782608695652174
2020-04-04,0.0436046511627907
2020-04-05,0.25
2020-04-06,0.007246376811594203
2020-04-07,0.22701149425287356
2020-04-08,0.1306179775280899
2020-04-09,0.0929054054054054
2020-04-10,0.14365671641791045
2020-04-11,0.10069444444444445
2020-04-12,0.03508771929824561
2020-04-13,0.026442307692307692
2020-04-14,0.21725
2020-04-15,0.24053030303030304
2020-04-16,0.20967741935483872
2020-04-17,0.1317752808988764
2020-04-18,0.21753246753246752
2020-04-19,0.1336206896551724
2020-04-20,0.1810344827586207
2020-04-21,0.0125
2020-04-22,0.14673913043478262
2020-04-23,0.26492537313432835
2020-04-24,0.11993243243243243
2020-04-25,0.14150943396226415
2020-04-26,0.25914634146341464
2020-04-27,0.2028301886792453
2020-04-28,0.12351190476190477
2020-04-29,0.16025641025641027
2020-04-30,0.13333333333333333
2020-05-01,0.2512019230769231
2020-05-02,0.23557692307692307
2020-05-03,0.13344594594594594
2020-05-04,0.08409090909090909
2020-05-05,0.1586021505376344
2020-05-06,0.14035087719298245
2020-05-07,0.18415178571428573
2020-05-08,0.11676646706586827
2020-05-09,0.1513157894736842
2020-05-10,0.15625
2020-05-11,0.11160714285714286
2020-05-12,0.14874301675977653
2020-05-13,0.20833333333333334
2020-05-14,0.14268867924528303
2020-05-15,0.0775
2020-05-16,0.18957894736842107
2020-05-17,0.06545762711864407
2020-05-18,0.08143939393939394
2020-05-19,0.1340919540229885
2020-05-20,0.2369047619047619
2020-05-21,0.14364035087719298
2020-05-22,0.17142857142857143
2020-05-23,0.2203125
2020-05-24,0.197265625
2020-05-25,0.16883116883116883
2020-05-26,0.14473684210526316
2020-05-27,0.12382075471698113
2020-05-28,0.10166666666666667
2020-05-29,0.108325
2020-05-30,0.1956521739130435
2020-05-31,0.12867647058823528
2020-06-01,0.11298076923076923
2020-06-02,0.08838383838383838
2020-06-03,0.05327868852459016
2020-06-04,0.2183734939759036
2020-06-05,0.17675757575757575
2020-06-06,0.211864406779661
2020-06-07,0.07421875
2020-06-08,0.10091111111111112
2020-06-09,0.10227272727272728
2020-06-10,0.18
2020-06-11,0.1431451612903226
2020-06-12,-0.011513157894736841
2020-06-13,0.11607142857142858
2020-06-14,0.08114035087719298
2020-06-15,0.03529411764705882
2020-06-16,0.1545138888888889
2020-06-17,0.2335858585858586
2020-06-18,0.2266355140186916
2020-06-19,0.08801020408163265
2020-06-20,0.2542372881355932
2020-06-21,0.0625
2020-06-22,0.18461538461538463
2020-06-23,0.09628378378378379
2020-06-24,0.26171875
2020-06-25,0.175561797752809
2020-06-26,0.07142857142857142
2020-06-27,0.19578313253012047
2020-06-28,0.08064516129032258
2020-06-29,0.08173076923076923
2020-06-30,0.08928571428571429
2020-07-01,0.08104395604395605
2020-07-02,0.21753246753246752
2020-07-03,0.10194174757281553
2020-07-04,0.24278846153846154
2020-07-05,0.1553030303030303
2020-07-06,0.25892857142857145
2020-07-07,0.15822784810126583
2020-07-08,0.0984375
2020-07-09,0.18037974683544303
2020-07-10,0.07949425287356322
2020-07-11,0.07774390243902439
2020-07-12,0.1875
2020-07-13,0.2225609756097561
2020-07-14,0.12042682926829268
2020-07-15,0.14369158878504673
2020-07-16,0.1425426356589147
2020-07-17,0.1125
2020-07-18,0.03247457627118644
2020-07-19,0.20426829268292682
2020-07-20,0.13815789473684212
2020-07-21,0.20766129032258066
2020-07-22,0.1625
2020-07-23,0.12990196078431374
2020-07-24,0.1939655172413793
2020-07-25,0.16310975609756098
2020-07-26,0.16776315789473684
2020-07-27,0.21511627906976744
2020-07-28,0.19297744360902255
2020-07-29,0.1412037037037037
2020-07-30,0.15988372093023256
2020-07-31,0.24582795698924734
2020-08-01,0.07860824742268041
2020-08-02,0.19594594594594594
2020-08-03,0.13846153846153847
2020-08-04,0.13764044943820225
2020-08-05,0.0763888888888889
2020-08-06,0.21480582524271843
2020-08-07,0.12871287128712872
2020-08-08,0.00849514563106796
2020-08-09,0.17287234042553193
2020-08-10,0.23328301886792455
2020-08-11,0.27807971014492755
2020-08-12,0.11666666666666667
2020-08-13,0.12936046511627908
2020-08-14,0.06363636363636363
2020-08-15,0.2760416666666667
2020-08-16,0.2517857142857143
2020-08-17,0.07794117647058824
2020-08-18,0.11794354838709678
2020-08-19,0.11458333333333333
2020-08-20,0.12352941176470589
2020-08-21,0.11607142857142858
2020-08-22,0.09275308641975309
2020-08-23,0.11804838709677419
2020-08-24,0.1513157894736842
2020-08-25,0.11619718309859155
2020-08-26,0.040123456790123455
2020-08-27,0.19817073170731708
2020-08-28,0.09090909090909091
2020-08-29,0.1171875
2020-08-30,0.02830188679245283
2020-08-31,0.02546296296296296
2020-09-01,0.04279279279279279
2020-09-02,0.08007339449541284
2020-09-03,0.17297979797979798
2020-09-04,0.09922680412371133
2020-09-05,0.0975609756097561
2020-09-06,0.11403508771929824
2020-09-07,0.12760416666666666
2020-09-08,0.1314935064935065
2020-09-09,0.0859375
2020-09-10,0.17410714285714285
2020-09-11,0.2680722891566265
2020-09-12,0.08531746031746032
2020-09-13,0.13580246913580246
2020-09-14,0.125
2020-09-15,0.24537037037037038
2020-09-16,0.13200934579439252
2020-09-17,0.08712121212121213
2020-09-18,0.21396396396396397
2020-09-19,0.19054878048780488
2020-09-20,0.06361607142857142
2020-09-21,0.14439655172413793
2020-09-22,0.14123376623376624
2020-09-23,0.17575862068965514
2020-09-24,0.22898230088495575
2020-09-25,0.275
2020-09-26,0.2013888888888889
2020-09-27,0.1375
2020-09-28,0.11867088607594936
2020-09-29,0.19072164948453607
2020-09-30,0.22666666666666666
2020-10-01,0.1527777777777778
2020-10-02,0.103125
2020-10-03,0.3773148148148148
2020-10-04,0.1
2020-10-05,0.010416666666666666
2020-10-06,0.18925333333333333
2020-10-07,0.07142857142857142
2020-10-08,0.2536764705882353
2020-10-09,0.15671641791044777
2020-10-10,0.13970588235294118
2020-10-11,0.10129310344827586
2020-10-12,0.010922330097087379
2020-10-13,0.0952970297029703
2020-10-14,0.13942307692307693
2020-10-15,0.17229729729729729
2020-10-16,0.16666666666666666
2020-10-17,0.10887096774193548
2020-10-18,0.19117647058823528
2020-10-19,0.0920138888888889
2020-10-20,0.21703296703296704
2020-10-21,0.15713297872340426
2020-10-22,0.11805555555555555
2020-10-23,0.17553191489361702
2020-10-24,0.19006849315068494
2020-10-25,0.09782608695652174
2020-10-26,0.2426470588235294
2020-10-27,0.08015267175572519
2020-10-28,0.16023489932885907
2020-10-29,0.12790697674418605
2020-10-30,0.12950450450450451
2020-10-31,0.14625
2020-11-01,0.16818181818181818
2020-11-02,0.10416666666666667
2020-11-03,0.13598901098901098
2020-11-04,0.13901869158878505
2020-11-05,0.11444805194805195
2020-11-06,0.07661290322580645
2020-11-07,0.2673611111111111
2020-11-08,0.09533898305084745
2020-11-09,0.16865079365079366
2020-11-10,0.19308943089430894
2020-11-11,0.18791946308724833
2020-11-12,0.11558552631578947
2020-11-13,0.16885964912280702
2020-11-14,0.19301470588235295
2020-11-15,0.10416666666666667
2020-11-16,0.1090731707317073
2020-11-17,0.11206896551724138
2020-11-18,0.15427927927927929
2020-11-19,0.10726950354609929
2020-11-20,0.13356164383561644
2020-11-21,0.13008130081300814
2020-11-22,0.06587837837837837
2020-11-23,0.07799145299145299
2020-11-24,0.1545566502463054
2020-11-25,0.13381410256410256
2020-11-26,0.12083615819209038
2020-11-27,0.20677570093457945
2020-11-28,0.10795454545454546
2020-11-29,0.05043859649122807
2020-11-30,0.09722222222222222
2020-12-01,0.174163179916318
2020-12-02,0.2108843537414966
2020-12-03,0.1765075376884422
2020-12-04,0.21496815286624205
2020-12-05,0.14564220183486237
2020-12-06,0.12173202614379085
2020-12-07,0.1553030303030303
2020-12-08,0.18868639053254438
2020-12-09,0.11634351145038167
2020-12-10,0.17857142857142858
2020-12-11,0.1407828282828283
2020-12-12,0.14347826086956522
2020-12-13,0.12058823529411765
2020-12-14,0.06969026548672566
2020-12-15,0.13188976377952755
2020-12-16,0.11368312757201646
2020-12-17,0.1390151515151515
2020-12-18,0.07894736842105263
2020-12-19,0.1564070351758794
2020-12-20,0.13590604026845637
2020-12-21,0.23066298342541436
2020-12-22,0.16487730061349692
2020-12-23,0.13113496932515337
2020-12-24,0.11710734463276837
2020-12-25,0.08492366412213741
2020-12-26,0.11918604651162791
2020-12-27,0.05943627450980392
2020-12-28,0.08308823529411764
2020-12-29,0.012878787878787878
2020-12-30,0.11363636363636363
2020-12-31,0.17255434782608695
2021-01-01,0.18821022727272727
2021-01-02,0.047275641025641024
2021-01-03,0.13846153846153847
2021-01-04,0.13664215686274508
2021-01-05,0.1570330188679245
2021-01-06,0.18191964285714285
2021-01-07,0.1591796875
2021-01-08,0.08513779527559055
2021-01-09,0.13357142857142856
2021-01-10,0.061619718309859156
2021-01-11,0.0734375
2021-01-12,0.1351156069364162
2021-01-13,0.08552631578947369
2021-01-14,0.09978070175438597
2021-01-15,0.11530172413793104
2021-01-16,0.160328
2021-01-17,0.14627142857142858
2021-01-18,0.13650306748466257
2021-01-19,0.1278957528957529
2021-01-20,0.1077117903930131
2021-01-21,0.08169101123595505
2021-01-22,0.09836769759450172
2021-01-23,0.09963768115942029
2021-01-24,0.10375
2021-01-25,0.18595679012345678
2021-01-26,0.14213197969543148
2021-01-27,0.14142307692307693
2021-01-28,0.08805418719211823
2021-01-29,0.10830152671755726
2021-01-30,0.0975130890052356
2021-01-31,0.2563559322033898
2021-02-01,0.10264900662251655
2021-02-02,0.08709677419354839
2021-02-03,0.0839041095890411
2021-02-04,0.16633858267716536
2021-02-05,0.1171875
2021-02-06,0.040975103734439834
2021-02-07,0.04562043795620438
2021-02-08,0.12346311475409837
2021-02-09,0.13190406976744187
2021-02-10,0.13134057971014493
2021-02-11,0.15297163120567375
2021-02-12,0.16002949852507375
2021-02-13,0.1694915254237288
2021-02-14,0.2096273291925466
2021-02-15,0.17696629213483145
2021-02-16,0.18024553571428573
2021-02-17,0.24896969696969695
2021-02-18,0.1292372881355932
2021-02-19,0.12767857142857142
2021-02-20,0.1607843137254902
2021-02-21,0.17665816326530612
2021-02-22,0.10416666666666667
2021-02-23,0.1545643153526971
2021-02-24,0.20738636363636365
2021-02-25,0.15554298642533937
2021-02-26,0.2459881422924901
2021-02-27,0.19285714285714287
2021-02-28,0.13527397260273974
2021-03-01,0.04524539877300614
2021-03-02,0.14154672897196263
2021-03-03,0.18055555555555555
2021-03-04,0.09293193717277487
2021-03-05,0.1681614349775785
2021-03-06,0.028846153846153848
2021-03-07,0.12738095238095237
2021-03-08,0.057065217391304345
2021-03-09,0.1424278846153846
2021-03-10,0.10142857142857142
2021-03-11,0.2330508474576271
2021-03-12,0.10807291666666667
2021-03-13,0.11065573770491803
2021-03-14,0.08363309352517985
2021-03-15,0.18838028169014084
2021-03-16,0.20682989690721648
2021-03-17,0.11956521739130435
2021-03-18,0.13183060109289618
2021-03-19,0.15705128205128205
2021-03-20,0.1509433962264151
2021-03-21,0.141156462585034
2021-03-22,0.18811881188118812
2021-03-23,0.1504360465116279
2021-03-24,0.18722943722943722
2021-03-25,0.14402173913043478
2021-03-26,0.11334745762711865
2021-03-27,0.20004794520547944
2021-03-28,0.11224489795918367
2021-03-29,0.16875
2021-03-30,0.17248908296943233
2021-03-31,0.20265151515151514
2021-04-01,0.24546632124352333
2021-04-02,0.17691256830601093
2021-04-03,0.08682634730538923
2021-04-04,0.11274509803921569
2021-04-05,0.20967741935483872
2021-04-06,0.22179878048780488
2021-04-07,0.18716216216216217
2021-04-08,0.15163934426229508
2021-04-09,0.14259708737864077
2021-04-10,0.19536423841059603
2021-04-11,0.11014851485148515
2021-04-12,0.12582781456953643
2021-04-13,0.1386267281105991
2021-04-14,0.13009049773755657
2021-04-15,0.11848958333333333
2021-04-16,0.12101063829787234
2021-04-17,0.18637724550898205
2021-04-18,0.16565040650406504
2021-04-19,0.01859504132231405
2021-04-20,0.08764367816091954
2021-04-21,0.15220588235294116
2021-04-22,0.1759478672985782
2021-04-23,0.08511904761904762
2021-04-24,0.07580645161290323
2021-04-25,0.128125
2021-04-26,0.1814516129032258
2021-04-27,0.16255868544600938
2021-04-28,0.14549180327868852
2021-04-29,0.1015625
2021-04-30,0.25854037267080743
2021-05-01,0.07424242424242425
2021-05-02,0.13419117647058823
2021-05-03,0.11776315789473685
2021-05-04,0.1306532663316583
2021-05-05,0.10544692737430168
2021-05-06,0.17866847826086957
2021-05-07,0.2025
2021-05-08,0.10833333333333334
2021-05-09,0.08333333333333333
2021-05-10,0.11363636363636363
2021-05-11,0.15802222222222223
2021-05-12,0.15975935828877005
2021-05-13,0.1228595890410959
2021-05-14,0.14124015748031496
2021-05-15,0.1502808988764045
