username,id,count,follow_by1,follow_by2,follow_by3,follow_by4,total_follow_by,iteration
scottmelker,"17351167	",35,"cz_binance,APompliano,novogratz,SBF_FTX,balajis,saylor,jespow,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,woonomic,cryptomanran,binance,DocumentingBTC,danheld","AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,jgarzik,jchervinsky,natbrunell,Scaramucci","VinnyLingham,muneeb,AlyseKilleen,bendavenport,billbarhydt,paoloardoino,austinhill,DTAPCAP",,"cz_binance,APompliano,novogratz,SBF_FTX,balajis,saylor,jespow,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,woonomic,cryptomanran,binance,DocumentingBTC,danheld,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,jgarzik,jchervinsky,natbrunell,Scaramucci,VinnyLingham,muneeb,AlyseKilleen,bendavenport,billbarhydt,paoloardoino,austinhill,DTAPCAP",1
cryptomanran,"58487473	",36,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,jespow,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,scottmelker,CoinDesk","Blockstream,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,punk6529,natbrunell,Scaramucci","ethereumJoseph,katie_haun,VinnyLingham,fintechfrank,bendavenport,billbarhydt,paoloardoino,austinhill,DTAPCAP",,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,jespow,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,scottmelker,CoinDesk,Blockstream,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,punk6529,natbrunell,Scaramucci,ethereumJoseph,katie_haun,VinnyLingham,fintechfrank,bendavenport,billbarhydt,paoloardoino,austinhill,DTAPCAP",1
CoinDesk,"1333467482	",65,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,binance,DocumentingBTC,danheld,zhusu","CathieDWood,PeterMcCormack,Blockstream,lopp,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,punk6529,jchervinsky,fredwilson,natbrunell,BrianBrooksUS,Scaramucci","ethereumJoseph,katie_haun,morcosa,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,binance,DocumentingBTC,danheld,zhusu,CathieDWood,PeterMcCormack,Blockstream,lopp,rogerkver,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,punk6529,jchervinsky,fredwilson,natbrunell,BrianBrooksUS,Scaramucci,ethereumJoseph,katie_haun,morcosa,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn",1
binance,"877807935493033984	",39,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,saylor,cameron,NeerajKA,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,zhusu","Blockstream,rogerkver,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,jgarzik,Scaramucci","ethereumJoseph,katie_haun,VinnyLingham,CremeDeLaCrypto,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP",AaronvanW,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,brian_armstrong,saylor,cameron,NeerajKA,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,zhusu,Blockstream,rogerkver,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,jgarzik,Scaramucci,ethereumJoseph,katie_haun,VinnyLingham,CremeDeLaCrypto,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,AaronvanW",1
coinbase,"574032254	",60,"APompliano,novogratz,VitalikButerin,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,zhusu","pmarca,CathieDWood,PeterMcCormack,Blockstream,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,cdixon,fredwilson,natbrunell,BrianBrooksUS,Scaramucci","ethereumJoseph,katie_haun,roasbeef,VinnyLingham,CremeDeLaCrypto,bendavenport,mikejcasey,bhorowitz,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,jessewldn","APompliano,novogratz,VitalikButerin,BarrySilbert,tyler,SBF_FTX,brian_armstrong,balajis,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,zhusu,pmarca,CathieDWood,PeterMcCormack,Blockstream,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,cdixon,fredwilson,natbrunell,BrianBrooksUS,Scaramucci,ethereumJoseph,katie_haun,roasbeef,VinnyLingham,CremeDeLaCrypto,bendavenport,mikejcasey,bhorowitz,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,jessewldn",1
FEhrsam,"315991624	",82,"cz_binance,APompliano,novogratz,VitalikButerin,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,coinbase,DocumentingBTC,zhusu","pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,BrianBrooksUS,Scaramucci","jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,NickSzabo4,bendavenport,mikejcasey,billbarhydt,bhorowitz,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn,haydenzadams","cz_binance,APompliano,novogratz,VitalikButerin,tyler,SBF_FTX,brian_armstrong,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,coinbase,DocumentingBTC,zhusu,pmarca,CathieDWood,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,BrianBrooksUS,Scaramucci,jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,NickSzabo4,bendavenport,mikejcasey,billbarhydt,bhorowitz,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart,jessewldn,haydenzadams",1
DocumentingBTC,"1337780902680809474	",53,"cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,balajis,jack,saylor,jespow,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,danheld,zhusu","pmarca,PeterMcCormack,Blockstream,lopp,adam3us,Excellion,FrancisSuarez,davidmarcus,nlw,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci","jerrybrito,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,paoloardoino,austinhill,DTAPCAP","kyletorpey,AaronvanW","cz_binance,APompliano,novogratz,BarrySilbert,SBF_FTX,balajis,jack,saylor,jespow,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,danheld,zhusu,pmarca,PeterMcCormack,Blockstream,lopp,adam3us,Excellion,FrancisSuarez,davidmarcus,nlw,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci,jerrybrito,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,paoloardoino,austinhill,DTAPCAP,kyletorpey,AaronvanW",1
danheld,"1598709350	",68,"cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,zhusu","pmarca,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci","ethereumJoseph,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart","cz_binance,APompliano,novogratz,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,zhusu,pmarca,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,Scaramucci,ethereumJoseph,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart",1
zhusu,"79714172	",59,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,jespow,SatoshiLite,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld","CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,adam3us,rogerkver,AriDavidPaul,jerallaire,Excellion,brucefenton,nlw,jgarzik,punk6529,gladstein,jchervinsky,cdixon,Scaramucci","jerrybrito,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","kyletorpey,jessewldn","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,jespow,SatoshiLite,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,binance,FEhrsam,DocumentingBTC,danheld,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,adam3us,rogerkver,AriDavidPaul,jerallaire,Excellion,brucefenton,nlw,jgarzik,punk6529,gladstein,jchervinsky,cdixon,Scaramucci,jerrybrito,ethereumJoseph,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,kyletorpey,jessewldn",1
pmarca,"5943622	",73,"cz_binance,elonmusk,APompliano,novogratz,VitalikButerin,BarrySilbert,tyler,brian_armstrong,balajis,saylor,jespow,cameron,SatoshiLite,chamath,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,TuurDemeester,rogerkver,starkness,AriDavidPaul,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,cdixon,fredwilson,BrianBrooksUS","jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,bhorowitz,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,jessewldn","cz_binance,elonmusk,APompliano,novogratz,VitalikButerin,BarrySilbert,tyler,brian_armstrong,balajis,saylor,jespow,cameron,SatoshiLite,chamath,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,TuurDemeester,rogerkver,starkness,AriDavidPaul,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,cdixon,fredwilson,BrianBrooksUS,jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,bhorowitz,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,jessewldn",2
CathieDWood,"2361631088	",64,"cz_binance,elonmusk,APompliano,novogratz,tyler,brian_armstrong,balajis,jack,saylor,jespow,cameron,chamath,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu","pmarca,TuurDemeester,PeterMcCormack,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci","katie_haun,roasbeef,VinnyLingham,muneeb,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,jillrgunter,jessewldn","cz_binance,elonmusk,APompliano,novogratz,tyler,brian_armstrong,balajis,jack,saylor,jespow,cameron,chamath,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,zhusu,pmarca,TuurDemeester,PeterMcCormack,lopp,adam3us,rogerkver,starkness,AriDavidPaul,jerallaire,FrancisSuarez,brucefenton,davidmarcus,nlw,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci,katie_haun,roasbeef,VinnyLingham,muneeb,CremeDeLaCrypto,bendavenport,mikejcasey,billbarhydt,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,jillrgunter,jessewldn",2
LynAldenContact,"823766058909761536	",66,"APompliano,novogratz,tyler,brian_armstrong,balajis,jack,saylor,jespow,cameron,chamath,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,Excellion,brucefenton,nlw,jgarzik,punk6529,jackmallers,gladstein,cdixon,natbrunell,Scaramucci","jerrybrito,roasbeef,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,jillrgunter,AaronvanW","APompliano,novogratz,tyler,brian_armstrong,balajis,jack,saylor,jespow,cameron,chamath,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,TuurDemeester,PeterMcCormack,Blockstream,lopp,adam3us,starkness,AriDavidPaul,Excellion,brucefenton,nlw,jgarzik,punk6529,jackmallers,gladstein,cdixon,natbrunell,Scaramucci,jerrybrito,roasbeef,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,jillrgunter,AaronvanW",2
TuurDemeester,"40742821	",73,"APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","pmarca,CathieDWood,LynAldenContact,PeterMcCormack,Blockstream,lopp,adam3us,starkness,jerallaire,Excellion,brucefenton,nlw,jgarzik,jackmallers,gladstein,jchervinsky,cdixon,fredwilson,natbrunell","jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart","APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,saylor,jespow,cameron,SatoshiLite,chamath,NeerajKA,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,pmarca,CathieDWood,LynAldenContact,PeterMcCormack,Blockstream,lopp,adam3us,starkness,jerallaire,Excellion,brucefenton,nlw,jgarzik,jackmallers,gladstein,jchervinsky,cdixon,fredwilson,natbrunell,jerrybrito,ethereumJoseph,katie_haun,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart",2
PeterMcCormack,"893818632089763840	",69,"APompliano,novogratz,BarrySilbert,tyler,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,CryptoHayes,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld","CathieDWood,LynAldenContact,TuurDemeester,Blockstream,lopp,adam3us,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci","ethereumJoseph,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart","APompliano,novogratz,BarrySilbert,tyler,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,RaoulGMI,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,CryptoHayes,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,DocumentingBTC,danheld,CathieDWood,LynAldenContact,TuurDemeester,Blockstream,lopp,adam3us,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,nlw,HesterPeirce,jackmallers,gladstein,jchervinsky,cdixon,natbrunell,Scaramucci,ethereumJoseph,morcosa,VinnyLingham,muneeb,fintechfrank,CremeDeLaCrypto,valkenburgh,AlyseKilleen,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,kyletorpey,msantoriESQ,jillrgunter,AaronvanW,TheStalwart",2
Blockstream,"2307692107	",61,"cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","LynAldenContact,TuurDemeester,PeterMcCormack,lopp,adam3us,AriDavidPaul,jerallaire,Excellion,brucefenton,nlw,jackmallers,gladstein,Scaramucci","ethereumJoseph,roasbeef,morcosa,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP","cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,TheStalwart,jessewldn","cz_binance,APompliano,novogratz,BarrySilbert,tyler,SBF_FTX,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,nayibbukele,CaitlinLong_,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,Melt_Dem,laurashin,nic__carter,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,LynAldenContact,TuurDemeester,PeterMcCormack,lopp,adam3us,AriDavidPaul,jerallaire,Excellion,brucefenton,nlw,jackmallers,gladstein,Scaramucci,ethereumJoseph,roasbeef,morcosa,VinnyLingham,CremeDeLaCrypto,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,paoloardoino,austinhill,DTAPCAP,cburniske,DavidSacks,kyletorpey,msantoriESQ,AaronvanW,TheStalwart,jessewldn",2
lopp,"23618940	",72,"APompliano,novogratz,tyler,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu","CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,adam3us,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell","jerrybrito,ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP","DavidSacks,kyletorpey,msantoriESQ,jillrgunter,pwuille,AaronvanW,jessewldn","APompliano,novogratz,tyler,balajis,jack,saylor,jespow,cameron,SatoshiLite,NeerajKA,CaitlinLong_,cobie,TheCryptoDog,Cointelegraph,twobitidiot,ErikVoorhees,BitcoinMagazine,woonomic,Melt_Dem,laurashin,nic__carter,scottmelker,cryptomanran,CoinDesk,FEhrsam,DocumentingBTC,danheld,zhusu,CathieDWood,LynAldenContact,TuurDemeester,PeterMcCormack,Blockstream,adam3us,starkness,AriDavidPaul,jerallaire,Excellion,FrancisSuarez,brucefenton,davidmarcus,nlw,HesterPeirce,jgarzik,punk6529,jackmallers,gladstein,jchervinsky,natbrunell,jerrybrito,ethereumJoseph,roasbeef,morcosa,VinnyLingham,muneeb,CremeDeLaCrypto,valkenburgh,AlyseKilleen,NickSzabo4,bendavenport,mikejcasey,billbarhydt,paoloardoino,austinhill,DTAPCAP,DavidSacks,kyletorpey,msantoriESQ,jillrgunter,pwuille,AaronvanW,jessewldn",2
