,date,username,sentiment_score,Ranking,aggregated_sentiment_score
94,2020-01-05,adam3us,0.07870588235294118,0.67,0.3126
95,2020-01-05,apompliano,-0.42713333333333336,0.96,-0.5
96,2020-01-05,balajis,0.1026,0.99,0.5
97,2020-01-05,brucefenton,0.92835,0.64,0.5488
98,2020-01-05,cburniske,0.0,0.65,0.2017
99,2020-01-05,coindesk,0.0,0.72,0.2118
100,2020-01-05,cointelegraph,0.11977499999999999,0.06,-0.005
101,2020-01-05,erikvoorhees,0.0,0.94,0.1731
102,2020-01-05,excellion,-0.029249999999999998,0.39,-0.1962
103,2020-01-05,fintechfrank,0.22693333333333332,0.5,0.1809
104,2020-01-05,gladstein,0.6228,0.58,0.3871
105,2020-01-05,jillrgunter,0.0,0.25,-0.005
106,2020-01-05,lopp,-0.06005,0.83,-0.5
107,2020-01-05,nickszabo4,-0.08365,0.32,-0.2156
108,2020-01-05,paoloardoino,0.7003,0.23,0.2041
109,2020-01-05,petermccormack,-0.1584,0.88,-0.5
110,2020-01-05,pwuille,0.0,0.18,-0.005
111,2020-01-05,rogerkver,0.3182,0.27,0.197
112,2020-01-05,scottmelker,0.32377500000000003,0.01,-0.005
113,2020-01-05,thestalwart,0.8591,0.35,0.4357
114,2020-01-05,woonomic,0.0,0.21,-0.005
115,2020-01-06,adam3us,-0.05629999999999998,0.67,-0.3181
116,2020-01-06,austinhill,0.8625,0.22,0.2002
117,2020-01-06,bitcoinmagazine,0.0,0.41,-0.005
118,2020-01-06,brucefenton,0.30406875,0.64,0.2557
119,2020-01-06,cobie,0.4404,0.2,-0.005
120,2020-01-06,coindesk,0.26089999999999997,0.72,0.4269
121,2020-01-06,cointelegraph,-0.004366666666666673,0.06,-0.005
122,2020-01-06,cryptomanran,0.3612,0.05,-0.005
123,2020-01-06,danheld,-0.07663333333333333,0.75,-0.5
124,2020-01-06,erikvoorhees,0.05009999999999998,0.94,0.5
125,2020-01-06,excellion,0.21075,0.39,0.1909
126,2020-01-06,fintechfrank,-0.03423333333333333,0.5,-0.1767
127,2020-01-06,jessewldn,0.5106,0.07,0.1307
128,2020-01-06,jillrgunter,0.305725,0.25,-0.005
129,2020-01-06,kyletorpey,-0.296,0.4,-0.1936
130,2020-01-06,lopp,0.7906,0.83,0.8858
131,2020-01-06,paoloardoino,0.0,0.23,-0.005
132,2020-01-06,petermccormack,-0.12055384615384615,0.88,-0.5
133,2020-01-06,sbf_ftx,-0.6486,0.81,-0.7109
134,2020-01-06,scottmelker,0.07378333333333334,0.01,-0.005
135,2020-01-06,vitalikbuterin,0.25289999999999996,0.74,0.4754
136,2020-01-07,adam3us,0.1948625,0.67,0.3126
137,2020-01-07,apompliano,-0.21355,0.96,-0.5
138,2020-01-07,balajis,0.1806,0.99,0.5
139,2020-01-07,brucefenton,0.60695,0.64,0.4486
140,2020-01-07,coindesk,0.10980000000000001,0.72,0.4269
141,2020-01-07,cointelegraph,0.22212857142857143,0.06,-0.005
142,2020-01-07,cryptomanran,0.2394666666666667,0.05,-0.005
143,2020-01-07,danheld,0.44447499999999995,0.75,0.5
144,2020-01-07,excellion,0.2294,0.39,0.1909
145,2020-01-07,fintechfrank,0.148,0.5,0.1748
146,2020-01-07,jgarzik,0.0,0.28,-0.005
147,2020-01-07,jillrgunter,0.5719,0.25,0.2146
148,2020-01-07,lopp,0.0,0.83,0.1903
149,2020-01-07,muneeb,0.6369,0.6,0.4092
150,2020-01-07,neerajka,-0.015074999999999991,0.85,-0.5
151,2020-01-07,nickszabo4,0.92635,0.32,0.3848
152,2020-01-07,nlw,0.028450000000000003,0.62,0.2212
153,2020-01-07,paoloardoino,0.0,0.23,-0.005
154,2020-01-07,petermccormack,-0.081675,0.88,-0.5
155,2020-01-07,raoulgmi,0.4019,0.44,0.1991
156,2020-01-07,rogerkver,0.0,0.27,-0.005
157,2020-01-07,scottmelker,0.07761428571428572,0.01,-0.005
158,2020-01-07,thestalwart,-0.020750000000000005,0.35,-0.2075
159,2020-01-07,tuurdemeester,0.0,0.87,0.1828
160,2020-01-07,woonomic,-0.128,0.21,-0.005
161,2020-01-08,adam3us,-0.06432857142857143,0.67,-0.3181
162,2020-01-08,bitcoinmagazine,0.1909,0.41,0.1852
163,2020-01-08,brianbrooksus,0.0,0.03,-0.005
164,2020-01-08,brucefenton,0.3681909090909091,0.64,0.2557
165,2020-01-08,coindesk,0.15966666666666665,0.72,0.4269
166,2020-01-08,cointelegraph,0.2018230769230769,0.06,-0.005
167,2020-01-08,cryptomanran,-0.4404,0.05,-0.005
168,2020-01-08,danheld,-0.24533333333333332,0.75,-0.5
169,2020-01-08,dtapcap,0.465,0.16,-0.005
170,2020-01-08,erikvoorhees,0.0,0.94,0.1731
171,2020-01-08,excellion,0.0,0.39,-0.005
172,2020-01-08,fintechfrank,0.511575,0.5,0.2282
173,2020-01-08,gladstein,0.0,0.58,-0.005
174,2020-01-08,jackmallers,0.0,0.3,-0.005
175,2020-01-08,jchervinsky,0.7717,0.51,0.5
176,2020-01-08,jillrgunter,0.0,0.25,-0.005
177,2020-01-08,kyletorpey,-0.2294,0.4,-0.1936
178,2020-01-08,lopp,0.7685500000000001,0.83,0.8841
179,2020-01-08,neerajka,0.1366,0.85,0.5
180,2020-01-08,nlw,0.3964249999999999,0.62,0.2267
181,2020-01-08,petermccormack,0.07206666666666667,0.88,0.5
182,2020-01-08,scottmelker,0.2951214285714286,0.01,-0.005
183,2020-01-08,thestalwart,-0.2553,0.35,-0.2075
184,2020-01-08,tuurdemeester,-0.34,0.87,-0.5
185,2020-01-09,aantonop,0.12159999999999997,0.57,0.1798
186,2020-01-09,adam3us,0.07379999999999999,0.67,0.3126
187,2020-01-09,alysekilleen,0.2023,0.29,0.2122
188,2020-01-09,balajis,0.22693333333333332,0.99,0.5
189,2020-01-09,bitcoinmagazine,0.0,0.41,-0.005
190,2020-01-09,blockstream,0.0,0.56,-0.005
191,2020-01-09,brucefenton,0.47407000000000005,0.64,0.2662
192,2020-01-09,coindesk,-0.057485714285714286,0.72,-0.4301
193,2020-01-09,cointelegraph,0.026500000000000006,0.06,-0.005
194,2020-01-09,cryptomanran,0.0,0.05,-0.005
195,2020-01-09,danheld,0.4066599999999999,0.75,0.5
196,2020-01-09,dtapcap,0.38585,0.16,-0.005
197,2020-01-09,excellion,0.0,0.39,-0.005
198,2020-01-09,fintechfrank,0.29125,0.5,0.1866
199,2020-01-09,jgarzik,0.1779,0.28,0.208
200,2020-01-09,lopp,0.37706666666666666,0.83,0.5
201,2020-01-09,neerajka,-0.0791,0.85,-0.5
202,2020-01-09,nlw,0.33796,0.62,0.2212
203,2020-01-09,novogratz,0.0,0.92,0.1753
204,2020-01-09,paoloardoino,-0.128,0.23,-0.005
205,2020-01-09,petermccormack,0.049699999999999966,0.88,0.5
206,2020-01-09,sbf_ftx,0.0,0.81,0.1945
207,2020-01-09,scottmelker,0.029599999999999998,0.01,-0.005
208,2020-01-09,thestalwart,0.0,0.35,-0.005
209,2020-01-09,tuurdemeester,0.4588,0.87,0.5
210,2020-01-09,vitalikbuterin,0.6369,0.74,0.6495
211,2020-01-09,woonomic,0.4215,0.21,-0.005
212,2020-01-10,aantonop,-0.5423,0.57,-0.29
213,2020-01-10,adam3us,-0.148,0.67,-0.3181
214,2020-01-10,apompliano,0.124225,0.96,0.5
215,2020-01-10,billbarhydt,0.125,0.26,0.1654
216,2020-01-10,bitcoinmagazine,0.25383333333333336,0.41,0.1852
217,2020-01-10,blockstream,0.0258,0.56,0.1774
218,2020-01-10,brucefenton,0.15710000000000002,0.64,0.2557
219,2020-01-10,cburniske,0.18777142857142856,0.65,0.2738
220,2020-01-10,coinbase,0.8442,0.34,0.4202
221,2020-01-10,coindesk,-0.20099999999999998,0.72,-0.4301
222,2020-01-10,cointelegraph,-0.030933333333333337,0.06,-0.005
223,2020-01-10,danheld,0.4037,0.75,0.5
224,2020-01-10,elonmusk,0.4404,1.0,0.5
225,2020-01-10,jessewldn,0.3612,0.07,-0.005
226,2020-01-10,lopp,0.0,0.83,0.1903
227,2020-01-10,muneeb,0.65715,0.6,0.4291
228,2020-01-10,neerajka,0.4404,0.85,0.5
229,2020-01-10,nickszabo4,0.34149999999999997,0.32,0.2106
230,2020-01-10,nlw,0.0,0.62,0.1594
231,2020-01-10,paoloardoino,0.75145,0.23,0.2026
232,2020-01-10,petermccormack,0.0,0.88,0.1811
233,2020-01-10,sbf_ftx,0.5859,0.81,0.6205
234,2020-01-10,scottmelker,0.091075,0.01,-0.005
235,2020-01-10,starkness,-0.4939,0.8,-0.5
236,2020-01-10,woonomic,-0.4767,0.21,-0.005
237,2020-01-11,aantonop,0.0593,0.57,0.1798
238,2020-01-11,adam3us,0.017709523809523803,0.67,0.3126
239,2020-01-11,apompliano,0.8271,0.96,0.8895
240,2020-01-11,balajis,0.3818,0.99,0.5
241,2020-01-11,bitcoinmagazine,0.0,0.41,-0.005
242,2020-01-11,blockstream,0.0,0.56,-0.005
243,2020-01-11,brucefenton,0.35428000000000004,0.64,0.2557
244,2020-01-11,coindesk,0.0,0.72,0.2118
245,2020-01-11,cointelegraph,0.22839090909090906,0.06,-0.005
246,2020-01-11,danheld,0.417,0.75,0.5
247,2020-01-11,dtapcap,0.54135,0.16,0.2023
248,2020-01-11,fintechfrank,-0.08047499999999999,0.5,-0.1775
249,2020-01-11,jessewldn,0.38585,0.07,-0.005
250,2020-01-11,jillrgunter,0.0,0.25,-0.005
251,2020-01-11,lopp,0.6111,0.83,0.647
252,2020-01-11,mikejcasey,0.1027,0.49,0.1721
253,2020-01-11,neerajka,0.17,0.85,0.5
254,2020-01-11,nickszabo4,-0.0516,0.32,-0.2156
255,2020-01-11,scottmelker,0.487875,0.01,-0.005
256,2020-01-11,starkness,0.7845,0.8,0.882
257,2020-01-11,thestalwart,0.17,0.35,0.2024
258,2020-01-11,woonomic,0.07655,0.21,-0.005
259,2020-01-12,aantonop,0.13486666666666666,0.57,0.1798
260,2020-01-12,adam3us,0.11655,0.67,0.3126
261,2020-01-12,apompliano,0.28450000000000003,0.96,0.5
262,2020-01-12,brucefenton,0.3528307692307692,0.64,0.2557
263,2020-01-12,cobie,0.0,0.2,-0.005
264,2020-01-12,coindesk,0.3454,0.72,0.4269
265,2020-01-12,cointelegraph,0.09663333333333333,0.06,-0.005
266,2020-01-12,danheld,0.42743333333333333,0.75,0.5
267,2020-01-12,dtapcap,0.5574,0.16,0.2123
268,2020-01-12,erikvoorhees,0.7923,0.94,0.886
269,2020-01-12,excellion,-0.5719,0.39,-0.3305
270,2020-01-12,fintechfrank,0.15248,0.5,0.1748
271,2020-01-12,lopp,0.4404,0.83,0.5
272,2020-01-12,nickszabo4,0.6124,0.32,0.359
273,2020-01-12,nlw,0.0,0.62,0.1594
274,2020-01-12,petermccormack,0.02595000000000001,0.88,0.5
275,2020-01-12,scottmelker,0.2083,0.01,-0.005
276,2020-01-12,thestalwart,-0.4791666666666667,0.35,-0.2107
277,2020-01-13,aantonop,0.23653333333333335,0.57,0.1818
278,2020-01-13,adam3us,0.2473,0.67,0.3126
279,2020-01-13,apompliano,-0.204,0.96,-0.5
280,2020-01-13,bitcoinmagazine,0.296,0.41,0.1877
281,2020-01-13,brucefenton,0.5824,0.64,0.416
282,2020-01-13,cobie,-0.7506,0.2,-0.2019
283,2020-01-13,coindesk,-0.34,0.72,-0.4301
284,2020-01-13,cointelegraph,-0.04719090909090909,0.06,-0.005
285,2020-01-13,danheld,0.3080333333333333,0.75,0.5
286,2020-01-13,fintechfrank,0.07655,0.5,0.1713
287,2020-01-13,neerajka,-0.3818,0.85,-0.5
288,2020-01-13,nlw,0.1427,0.62,0.2212
289,2020-01-13,scottmelker,0.29545,0.01,-0.005
290,2020-01-13,tyler,0.7178,0.79,0.8182
291,2020-01-13,vitalikbuterin,0.0,0.74,0.2097
292,2020-01-14,adam3us,0.4688,0.67,0.3126
293,2020-01-14,alysekilleen,0.3818,0.29,0.2122
294,2020-01-14,apompliano,0.3327333333333334,0.96,0.5
295,2020-01-14,bitcoinmagazine,0.3454,0.41,0.1931
296,2020-01-14,blockstream,0.0,0.56,-0.005
297,2020-01-14,brucefenton,0.38716,0.64,0.2557
298,2020-01-14,coindesk,0.268775,0.72,0.4269
299,2020-01-14,cointelegraph,0.11630909090909092,0.06,-0.005
300,2020-01-14,cryptohayes,0.4767,0.15,-0.005
301,2020-01-14,danheld,0.15873846153846155,0.75,0.5
302,2020-01-14,dtapcap,0.5994,0.16,0.2167
303,2020-01-14,erikvoorhees,0.0,0.94,0.1731
304,2020-01-14,fintechfrank,0.25992,0.5,0.1837
305,2020-01-14,gladstein,-0.5267,0.58,-0.2756
306,2020-01-14,kyletorpey,-0.05673333333333334,0.4,-0.1936
307,2020-01-14,neerajka,0.20095,0.85,0.5
308,2020-01-14,nickszabo4,0.6369,0.32,0.3782
309,2020-01-14,nlw,0.2238,0.62,0.2212
310,2020-01-14,petermccormack,0.0,0.88,0.1811
311,2020-01-14,rogerkver,0.0,0.27,-0.005
312,2020-01-14,sbf_ftx,-0.54025,0.81,-0.566
313,2020-01-14,scottmelker,0.17787999999999998,0.01,-0.005
314,2020-01-14,starkness,0.6854,0.8,0.7641
315,2020-01-14,thestalwart,0.2992,0.35,0.2024
316,2020-01-14,tuurdemeester,0.11645,0.87,0.5
317,2020-01-14,vitalikbuterin,-0.1813,0.74,-0.4767
318,2020-01-15,aantonop,-0.24695,0.57,-0.1882
319,2020-01-15,adam3us,0.35185,0.67,0.3126
320,2020-01-15,apompliano,0.6249,0.96,0.6604
321,2020-01-15,balajis,-0.0258,0.99,-0.5
322,2020-01-15,bitcoinmagazine,0.0,0.41,-0.005
323,2020-01-15,brucefenton,0.32389999999999997,0.64,0.2557
324,2020-01-15,cburniske,0.0,0.65,0.2017
325,2020-01-15,coindesk,0.1150125,0.72,0.4269
326,2020-01-15,cointelegraph,0.13049230769230769,0.06,-0.005
327,2020-01-15,cremedelacrypto,0.6249,0.52,0.3871
328,2020-01-15,danheld,0.057062499999999995,0.75,0.5
329,2020-01-15,excellion,0.05135,0.39,0.1909
330,2020-01-15,fintechfrank,0.0976,0.5,0.1721
331,2020-01-15,kyletorpey,0.3182,0.4,0.1898
332,2020-01-15,muneeb,0.29813333333333336,0.6,0.1883
333,2020-01-15,nickszabo4,0.39780000000000004,0.32,0.2106
334,2020-01-15,nlw,0.31545,0.62,0.2212
335,2020-01-15,paoloardoino,0.5423,0.23,0.2023
336,2020-01-15,petermccormack,0.17868,0.88,0.5
337,2020-01-15,rogerkver,0.7269,0.27,0.2634
338,2020-01-15,scottmelker,0.25912,0.01,-0.005
339,2020-01-15,thestalwart,0.428875,0.35,0.2024
340,2020-01-16,aantonop,-0.1027,0.57,-0.1854
341,2020-01-16,adam3us,0.18642,0.67,0.3126
342,2020-01-16,barrysilbert,0.0,0.89,0.1795
343,2020-01-16,bitcoinmagazine,0.19063333333333332,0.41,0.1852
344,2020-01-16,blockstream,0.3845,0.56,0.1967
345,2020-01-16,coindesk,0.2544125,0.72,0.4269
346,2020-01-16,cointelegraph,-0.1344,0.06,-0.005
347,2020-01-16,danheld,-0.17,0.75,-0.5
348,2020-01-16,erikvoorhees,-0.14985,0.94,-0.5
349,2020-01-16,excellion,0.0,0.39,-0.005
350,2020-01-16,fintechfrank,0.0,0.5,-0.005
351,2020-01-16,haydenzadams,0.43335,0.09,-0.005
352,2020-01-16,jespow,0.41169999999999995,0.9,0.5
353,2020-01-16,jgarzik,0.08503333333333335,0.28,0.208
354,2020-01-16,kyletorpey,0.0,0.4,-0.005
355,2020-01-16,lopp,0.34425000000000006,0.83,0.5
356,2020-01-16,neerajka,0.0772,0.85,0.5
357,2020-01-16,nlw,0.3718,0.62,0.2219
358,2020-01-16,paoloardoino,0.229275,0.23,-0.005
359,2020-01-16,petermccormack,-0.024599999999999997,0.88,-0.5
360,2020-01-16,scottmelker,0.19546666666666665,0.01,-0.005
361,2020-01-16,tuurdemeester,0.128,0.87,0.5
362,2020-01-16,woonomic,0.4404,0.21,-0.005
363,2020-01-17,aantonop,0.0,0.57,-0.005
364,2020-01-17,adam3us,0.2056,0.67,0.3126
365,2020-01-17,apompliano,0.31245,0.96,0.5
366,2020-01-17,balajis,0.25,0.99,0.5
367,2020-01-17,barrysilbert,0.0,0.89,0.1795
368,2020-01-17,brucefenton,-0.01741999999999999,0.64,-0.2614
369,2020-01-17,caitlinlong_,0.54985,0.78,0.5675
370,2020-01-17,cameron,0.9313,0.68,0.6109
371,2020-01-17,coindesk,0.1153625,0.72,0.4269
372,2020-01-17,cointelegraph,0.06865555555555557,0.06,-0.005
373,2020-01-17,danheld,0.37034999999999996,0.75,0.5
374,2020-01-17,erikvoorhees,0.0,0.94,0.1731
375,2020-01-17,excellion,0.31323333333333336,0.39,0.1909
376,2020-01-17,fintechfrank,0.0,0.5,-0.005
377,2020-01-17,haydenzadams,0.296,0.09,-0.005
378,2020-01-17,jessewldn,0.0,0.07,-0.005
379,2020-01-17,jillrgunter,0.0,0.25,-0.005
380,2020-01-17,kyletorpey,0.18512,0.4,0.1883
381,2020-01-17,lopp,0.30174999999999996,0.83,0.5
382,2020-01-17,neerajka,0.14613333333333334,0.85,0.5
383,2020-01-17,nlw,0.5232333333333333,0.62,0.2917
384,2020-01-17,petermccormack,0.18439,0.88,0.5
385,2020-01-17,pwuille,0.8885,0.18,0.1912
386,2020-01-17,scottmelker,0.2541857142857143,0.01,-0.005
387,2020-01-17,vitalikbuterin,0.09145,0.74,0.4754
388,2020-01-18,aantonop,0.46035000000000004,0.57,0.2068
389,2020-01-18,adam3us,0.09194,0.67,0.3126
390,2020-01-18,apompliano,0.0,0.96,0.1715
391,2020-01-18,bitcoinmagazine,0.4432666666666667,0.41,0.2042
392,2020-01-18,brucefenton,0.7964,0.64,0.5488
393,2020-01-18,coindesk,0.08546000000000001,0.72,0.4269
394,2020-01-18,cointelegraph,0.26565625,0.06,-0.005
395,2020-01-18,danheld,0.0,0.75,0.2085
396,2020-01-18,haydenzadams,0.296,0.09,-0.005
397,2020-01-18,jessewldn,0.0,0.07,-0.005
398,2020-01-18,kyletorpey,0.5106,0.4,0.2282
399,2020-01-18,naval,0.0,0.36,-0.005
400,2020-01-18,neerajka,0.1866,0.85,0.5
401,2020-01-18,nlw,0.60175,0.62,0.4031
402,2020-01-18,petermccormack,0.0256,0.88,0.5
403,2020-01-18,scottmelker,0.008281818181818175,0.01,-0.005
404,2020-01-18,tuurdemeester,0.891,0.87,0.8901
405,2020-01-18,woonomic,0.0,0.21,-0.005
406,2020-01-19,aantonop,0.3409,0.57,0.192
407,2020-01-19,adam3us,0.21230000000000002,0.67,0.3126
408,2020-01-19,apompliano,0.25445,0.96,0.5
409,2020-01-19,brucefenton,0.5106,0.64,0.2952
410,2020-01-19,coindesk,-0.4215,0.72,-0.4301
411,2020-01-19,cointelegraph,0.0009000000000000008,0.06,-0.005
412,2020-01-19,danheld,0.0,0.75,0.2085
413,2020-01-19,erikvoorhees,0.0,0.94,0.1731
414,2020-01-19,excellion,0.0,0.39,-0.005
415,2020-01-19,fintechfrank,0.22693333333333332,0.5,0.1809
416,2020-01-19,gladstein,0.6369,0.58,0.4092
417,2020-01-19,jessewldn,-0.2263,0.07,-0.005
418,2020-01-19,jgarzik,0.4019,0.28,0.208
419,2020-01-19,nickszabo4,0.0,0.32,-0.005
420,2020-01-19,nlw,0.008133333333333334,0.62,0.2212
421,2020-01-19,petermccormack,0.0,0.88,0.1811
422,2020-01-19,scottmelker,0.06371428571428572,0.01,-0.005
423,2020-01-19,starkness,-0.34,0.8,-0.5
424,2020-01-19,thestalwart,0.8658,0.35,0.4357
425,2020-01-19,woonomic,0.0,0.21,-0.005
426,2020-01-20,adam3us,0.06086000000000001,0.67,0.3126
427,2020-01-20,apompliano,-0.17020000000000002,0.96,-0.5
428,2020-01-20,balajis,0.4019,0.99,0.5
429,2020-01-20,blockstream,0.6124,0.56,0.3749
430,2020-01-20,brucefenton,-0.8176,0.64,-0.5511
431,2020-01-20,caitlinlong_,0.7924000000000001,0.78,0.8793
432,2020-01-20,coindesk,0.16141111111111112,0.72,0.4269
433,2020-01-20,cointelegraph,0.08772727272727274,0.06,-0.005
434,2020-01-20,erikvoorhees,-0.09385,0.94,-0.5
435,2020-01-20,excellion,-0.1468,0.39,-0.1962
436,2020-01-20,fintechfrank,0.0,0.5,-0.005
437,2020-01-20,gladstein,0.4141,0.58,0.2003
438,2020-01-20,jchervinsky,0.5693,0.51,0.3197
439,2020-01-20,jgarzik,0.0,0.28,-0.005
440,2020-01-20,kyletorpey,0.6124,0.4,0.3749
441,2020-01-20,nlw,0.0,0.62,0.1594
442,2020-01-20,scottmelker,0.021930000000000005,0.01,-0.005
443,2020-01-20,vitalikbuterin,-0.05334000000000001,0.74,-0.4767
444,2020-01-20,woonomic,-0.1531,0.21,-0.005
445,2020-01-21,adam3us,0.235725,0.67,0.3126
446,2020-01-21,bitcoinmagazine,0.4588,0.41,0.2068
447,2020-01-21,brucefenton,0.6369,0.64,0.4738
448,2020-01-21,coindesk,0.17804999999999999,0.72,0.4269
449,2020-01-21,cointelegraph,0.267575,0.06,-0.005
450,2020-01-21,danheld,0.0,0.75,0.2085
451,2020-01-21,excellion,0.0,0.39,-0.005
452,2020-01-21,fintechfrank,0.0258,0.5,0.1701
453,2020-01-21,neerajka,0.3818,0.85,0.5
454,2020-01-21,nlw,0.27485,0.62,0.2212
455,2020-01-21,paoloardoino,0.4588,0.23,-0.005
456,2020-01-21,petermccormack,-0.1027,0.88,-0.5
457,2020-01-21,rogerkver,0.2235,0.27,0.197
458,2020-01-21,scottmelker,0.0592888888888889,0.01,-0.005
459,2020-01-21,tuurdemeester,0.0,0.87,0.1828
460,2020-01-21,vitalikbuterin,0.4588,0.74,0.4754
461,2020-01-22,aantonop,0.0,0.57,-0.005
462,2020-01-22,adam3us,0.297775,0.67,0.3126
463,2020-01-22,apompliano,0.2732,0.96,0.5
464,2020-01-22,billbarhydt,0.3612,0.26,0.1654
465,2020-01-22,cobie,0.0,0.2,-0.005
466,2020-01-22,coindesk,0.64935,0.72,0.595
467,2020-01-22,cointelegraph,0.26055,0.06,-0.005
468,2020-01-22,danheld,0.318,0.75,0.5
